skillid,skillname,category,reviewer,star,title,date,content
B01II5XWGM,Recipe Helper,Food & Drink,Peter W,1.0 out of 5 stars,Not recipes found...,"Reviewed in the United States on August 21, 2016",Could have been good... But doesn't know the recipe for chocolate chip cookie!!!
B01II5XWGM,Recipe Helper,Food & Drink,Angela C. Barthi,3.0 out of 5 stars,Massive Potential,"Reviewed in the United States on July 28, 2016",Massive Potential.... recipes are read in one long sentence.... also you must memorize the recipes that are available to you
B01II5XWGM,Recipe Helper,Food & Drink,Amazon Customer,2.0 out of 5 stars,So-so,"Reviewed in the United States on October 16, 2016",Did not know recipes for simple foods. Needs a better database. It talks to fast also!
B01II5XWGM,Recipe Helper,Food & Drink,Brian Phillips,1.0 out of 5 stars,thumbs down,"Reviewed in the United States on August 15, 2016",doesn't know fettuccini Alfredo.  what a s***y database.
B01II5XWGM,Recipe Helper,Food & Drink,Wallace R.,1.0 out of 5 stars,Gone in 60 seconds,"Reviewed in the United States on December 27, 2016",Talks to fast and not enough recipes.  It is a good idea but app. Is falling short.
B01N395TLP,Fresh Pantry Dressing,Food & Drink,Amazon Customer,4.0 out of 5 stars,sounds good,"Reviewed in the United States on February 12, 2017",Ranch dressing has healthy ingredients.
B071KFFCT4,Cool Kitchen Tips,Food & Drink,Kindle Customer,1.0 out of 5 stars,It don't help with any tips at all!,"Reviewed in the United States on July 1, 2017",It said if you get cookies out of the oven and they are burnt. They are burned. It says stupid things like that!!!!!
B07C338P6H,Innit,Food & Drink,omar flores,2.0 out of 5 stars,can't use it in echo chow 8,"Reviewed in the United States on November 27, 2020","innot app is great. but every time I try to get it to work with my exho show 8 it asked me to start a recepe, wich i do and keeps asking me for the same thing."
B0843LQ9J5,Atkins Party Planner,Food & Drink,Eli Feldblum,5.0 out of 5 stars,Great Low- or No-Carb Recipes,"Reviewed in the United States on January 22, 2020",Just in time for the Superbowl--some great Atkins recipes. All low- or no-carb. And all narrated by Rob Lowe!
B01MRYWBBJ,Meat Thermometer,Food & Drink,Michael R. Hengehold,1.0 out of 5 stars,It sucks!,"Reviewed in the United States on December 23, 2016",Basically it sucks!  Can't tell me the temp to cook prime rib or roast beef.
B01MRYWBBJ,Meat Thermometer,Food & Drink,Rob Frazzini,1.0 out of 5 stars,Don't bother,"Reviewed in the United States on December 24, 2016","Only could give me the temp for pork. Nothing else worked l, even dictating the descriptions shown in the app. Very poorly done."
B01MRYWBBJ,Meat Thermometer,Food & Drink,Valerie W. Kiesel,5.0 out of 5 stars,Works for me!,"Reviewed in the United States on January 28, 2017","Worked great for me. Didn't even have to use MT's script. Just said, ""Ask M. T. the temperature for..."" and it gave me the temp by cut."
B01MRYWBBJ,Meat Thermometer,Food & Drink,E. Taylor,1.0 out of 5 stars,No bueno,"Reviewed in the United States on May 2, 2017",Didn't recognize the example prompts in the meat temperature description.
B01MRYWBBJ,Meat Thermometer,Food & Drink,Pat,2.0 out of 5 stars,Terrible,"Reviewed in the United States on December 29, 2016",Ditto what Rob and Michael said.
B07K49QR7B,Spicy Boi,Food & Drink,Hanh ,5.0 out of 5 stars,Spicy Beginner,"Reviewed in the United States on November 21, 2018",Want to know if your meal is good spicy? Check it out.
B079F1XVB7,TASTE Daily Briefing,Food & Drink,II2None59,3.0 out of 5 stars,Not in the mood to be lectured...,"Reviewed in the United States on April 20, 2018","I don’t consider myself a ‘foodie’ although I love cooking and reading about food. I hoped this routine might give me a little information in my flash briefing to spur my imagination, and perhaps suggest additional listening or reading. I finally disabled the skill after 2 weeks of ‘lectures’ running 5 minutes or more, several so condescending and self-important, I told Alexa to stop halfway thru. This skill is fine if you have longer than a few minutes, such as a relaxing weekend. If you’re listening as part of your morning routine as you rush out the door, 5 minutes of droning about why we’re idiots for not owning a digital kitchen scale is too much! I gave this skill a middle of road score as the content is often interesting; knocked off 2 stars for the length and occasional arrogance."
B079F1XVB7,TASTE Daily Briefing,Food & Drink,Julie Tannahill,1.0 out of 5 stars,Storytelling & not a briefing,"Reviewed in the United States on March 16, 2018","If you are looking for a briefing, then this is not the skill to select. Although I enjoy listening to different kinds of stories related to cooking, this is too long to listen to for my morning ""flash briefing""."
B079F1XVB7,TASTE Daily Briefing,Food & Drink,hi ok bk,5.0 out of 5 stars,Taste!,"Reviewed in the United States on February 3, 2018",TASTE is such a fresh voice in food media. I listen almost every day. The articles are really interesting.
B079F1XVB7,TASTE Daily Briefing,Food & Drink,V. K. Hanson,1.0 out of 5 stars,Groundhog Day,"Reviewed in the United States on July 14, 2020",There have been no new entries in many months.  A big fail.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Tatyana Larina,3.0 out of 5 stars,"Lots of potential, but needs more features","Reviewed in the United States on December 1, 2016","One of the main reasons I got a Joule was because of the available integration with Alexa. However, while this app does what it says, it can't handle anything beyond the basis of setting a temperate on Joule, getting Joule's current temperature, and stopping Joule. I realize that this app (and device) are really new, so I'm going to just provide some suggestions for things I'd love to see for the app. Please, please keep developing this app!- Set a timer, ask timer how much time is left (would be great if it could wake Alexa up when time is up, but I realize there might be limitations from Alexa's end)- Tell me how to cook basic recipes (ideally enable me to favorite and create shortcut names for these. I.e. if I favorite ""Basic Steak"" in the app and rename it as ""Steak"", respond appropriately when I say, ""Tell Joule to cook Steak"". Something similar to the current phone app would be good (i.e. how thick is your steak? what doneness do you want?)- If my water is already at x degrees from being set on my phone, don't stop and reset the temperature to be the same amount, even when I ask. I've accidentally done this a few times."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Steven R Burgess,1.0 out of 5 stars,Joule 5 stars. Alexa skills Zero,"Reviewed in the United States on July 8, 2020","Pretty much worthless as is. I expected better.  Sitting five feet from my wireless router and Alexa device. Have to re-enable skill for every command.  I can turn Joule on. And it operates. 2 minutes later device not found. The Bluetooth apps works great and with WiFi can be used miles away with my phone. Alexa is worthless and the minute your hands are busy or dirty it will not work. Every other skill works fine. It is not my devices. It definitely the skills app. Needs lots of work as others have stated. Joule 5 stars, Alexa skills 0 if I could give that."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Joseph W. Giacomo,3.0 out of 5 stars,App has work ahead of it,"Reviewed in the United States on August 21, 2018","I’m already an Amazon and Joule user with or without this app. However the tech side of me definitely yearns for more basic functionality with this app. My basic pet peeve is that I can’t check the time left on a cook. I always have my phone near me so not too big a deal but for the convenience of it all this would be extremely useful to me especially when I’m prepping sides for my meal and my hands are wet, or oily etc.As someone mentioned I’d also love to request and see the ability to set Joul on a timer with or without Alexa.That’s about it really, no issues so to speak with the app or the skill or Joule, just much needed functionality. There’s basic then there’s basic alpha stage, this is the latter unfortunately."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Rym K,3.0 out of 5 stars,Most basic thing missing,"Reviewed in the United States on November 29, 2017","Nice to be able to check and set water temp while your hands are possibly covered in meat juice so 3 out of five for that.Seems like a tremendous oversight to not include “Ask joule how much time is left” or have a setting to always send notifications to Echo on any event (preheat complete, cook complete, connection lost-make sure it’s still cooking, etc).....2 items that would probably be +1 star each for me"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Ben R,3.0 out of 5 stars,Needs time left feature,"Reviewed in the United States on March 11, 2017",Not sure how this was left out from launch but it really needs a time left
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,StarPathOne,2.0 out of 5 stars,Frustrating voice commands,"Reviewed in the United States on February 1, 2019","I was an early adopter of Joule and have gone through every update they have offered for the app to work with Alexa. The early version seemed to work better but it seems with each update it gets worse. I'll say, ""Alexa, ask Joule to cook salmon."", and the response is usually ""I didn't understand that"". Even if you say, ""Alexa, open Joule"" first, it still doesn't understand the command to cook salmon. It rarely understands the command, ""Alexa, ask Joule to set the temperature to 130 degrees"".  It's extremely frustrating and this voice control part of the app needs serious work.When controlling with your smartphone, it seems to work very well, however, although the templates for very common dishes are nonexistent. It's usually just better to set the temp and time manually via the smartphone.Chef steps, please work on the voice command section of this app!"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Danny M.,4.0 out of 5 stars,Very Limited,"Reviewed in the United States on January 3, 2020","The Joule is fantastic; however, the Alexa Skill is very limited...with only a little attention by programmers, it is capable of doing so much more. Please add the capability to inform user of time remaining. When I ask for a status, for example, Alexa merely tells me the current temperature. Duh?!? I already know that...I need the time remaining. Thanks for helping!"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,JParker,3.0 out of 5 stars,Missing feature,"Reviewed in the United States on April 3, 2017",Need it to tell the remaining time to be useful.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Clark Mitchell,5.0 out of 5 stars,Resolves my only complaint about the Joule,"Reviewed in the United States on April 8, 2019","I almost didn't buy the Joule because there was no way to  start and stop it without a phone.  This Alexa skill fixes those problems.  ""Alexa, ask Joule to set the temperature to 131 degrees"" and ""Alexa, ask Joule to stop"" make my Joule a mostly phone free tool and that's exactly what I was looking for.Sure, there is LOTS of room for improvement with this skill, but the few commands that are already included make it much easier to use my Joule!"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Prime-adona ,3.0 out of 5 stars,Needs to check time,"Reviewed in the United States on April 2, 2017",Definitely agree with other reviewer. Needs to be able to tell you how much time is left and to be able to set time.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Christopher,4.0 out of 5 stars,Efficient,"Reviewed in the United States on September 3, 2017","No long requires you to say ""Alexa, open joule"" every time you want to use it; just say ""Alexa, ask joule..."" and it will work (can set temperature, check water temp, etc). I'm taking off a star because I wish it had a built-in timer that was based on your current cook, rather than having to use Alexa's timer. That way it would let you know exactly what was finished: ""*dingdingding* joule says your chicken is ready, but you can leave it in for two more hours if you would like!"" Something like that."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Bryan,1.0 out of 5 stars,useless skill,"Reviewed in the United States on January 8, 2021","As another said, can't get time updates, which would be among the most useful things to be able to do through alexa.  Most of the time alexa tells me about the singer, Jewel, rather than the status of my sous vide. Her estimated net worth is $14M, which is $14M more than the value of this skill."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,John R,2.0 out of 5 stars,No Features and Bugs,"Reviewed in the United States on February 28, 2018","I was excited to start using my joule and allowing my wife to use Alexa to control it when I am not home. If you open the Joule skill she asks what to cook and if you want to just exit the app, there is no utterance to handle it. All she does is repeat her question. I then say “quit” and Alexa will think for about 5 seconds and finally quit.The feature set is nonexistent as I can not determine how much time as her response just tells me the current temperature and target temp. It seems very simple to call the API to check the time left on the cook if one is set. Please overhaul this skill as it current does not ease the use of Joule or allow the status to truly be checked."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Airbar Advisor,1.0 out of 5 stars,Useless,"Reviewed in the United States on February 14, 2017",Love my Joule but this skill is useless.  The only things I want it to do is the following...1) How much time is left in my cook.2) Notify me when my cook is complete.It doesn't do that currently!Until those options are added - this skill deserves one star.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Sierra Nevada,2.0 out of 5 stars,Can't turn off. Voice commands are 10%-25% effective,"Reviewed in the United States on March 1, 2018","First off, Alexa only recognises ""jewel"" about a third of the time. ""Julie"" works more often,  but I find ""sous vide"" is the most reliable name  to use when accessing Joule. When I use that name, at least I can tell that Alexa is forwarding the text request to the ""Joule"" skill more than 90% of the time.That said, I can't figure out how to turn the device off. { tell | ask } ""sous vide"" to { stop | turn off | power off } do not work. Sometimes I get the status report. Other times I get ""I can't tell what you want"".Marginally functional.But when it works, voice control is still easier than the Chef steps app."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,P. Vaughan,5.0 out of 5 stars,This is super helpful when i dont want to go into my ...,"Reviewed in the United States on October 12, 2016","Works exactly how advertised. I just say ""Alexa, Ask joule to set the temp to 149 Fahrenheit"" and withing a couple seconds the Joule turns on and Alexa tells me the temp i requested.  Also ""Alexa, ask Joule to turn off"" and boom the pump stops and Alexa confirms it.This is super helpful when i dont want to go into my pocket to get my phone."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,kdk128,1.0 out of 5 stars,cant link to accout with apple link,"Reviewed in the United States on January 12, 2021","the joule app allows you to create an account with chefsteps by going through an apple link. however the alexa skill does not have the apple link as an option, so you can’t connect the alexa joule skill to your joule account."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Emiley,1.0 out of 5 stars,updates needed,"Reviewed in the United States on February 13, 2021",need to be able to ask time remaining and need to receive notification on alexa when time is up.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Francesco,3.0 out of 5 stars,"Use ""Alexa, Open Joule"" to connect","Reviewed in the United States on July 3, 2017","I can confirm Joule works with Dash Wand, which I guess might be handy if I've already got the Wand nearby and am busy doing several things in the kitchen.What's not clear in the Alexa app skills page is that every time you start a Joule session, you need to state, ""Alexa, open Joule"" (""Alexa"" not needed with Dash Wand) in order to connect Joule to Alexa. Alexa will confirm the connection. That's where it goes a bit soft. Any logical commands or questions such as, ""Ask Joule to set to 135°"" or, ""Ask Joule what the current status is,"" are met with, ""I know how to cook different types of steak, chicken and pork. What would you like to cook?""Hopefully it evolves to be able to answer more naturally."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Amazon Customer,1.0 out of 5 stars,can't do more than set temperature,"Reviewed in the United States on May 30, 2020","try as i might, i can't get Alexa to stop joule. I've opened joule and asked Alexa to stop joule, I've asked Alexa to stop joule by name.  Each time Alexa claims to not know joule although it did start joule. I've tried ""stop"", ""quit"", nothing seems to work except grabbing my cellphone and going to the app."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Mel,2.0 out of 5 stars,"Like my ex, difficult to communicate with","Reviewed in the United States on May 11, 2018","I have tried to use this skill several times, it will ask me the same question over and over and over again, and will not let me progress in the options, or exit. Sets the wrong temp. I love love love my Joule, this skill just needs much improvement."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Kendra,3.0 out of 5 stars,please update to tell time remaining,"Reviewed in the United States on December 28, 2019","its swell, but would be far superior if it could tell you more than the current temperature."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,dfwjr,4.0 out of 5 stars,So Far So Good!,"Reviewed in the United States on July 18, 2018","My first experience using Joule with Alexa was very pleasant. I told her to “tell Joule to cook a steak”. Alexa recommended the temperature for Medium-Rare which I accepted, she asked me if the meat was fresh or frozen (frozen) and she asked how thick (1”). She then told me to put the steak in for 1 hour and 30 minutes when the water was heated. The alarm sounded when the preheat was complete on both my phone and Alexa (nice touch). The only thing Alexa couldn’t do was to tell Joule to set the timer for the suggested time.  It may have been the syntax I used or maybe she can’t tell Joule to do that. At least Alexa can set my timer.Overall I’m happy with this skill. I may come back and give it 5 Stars once I’ve been successful cooking a few more things."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Sam,2.0 out of 5 stars,Not very useful,"Reviewed in the United States on October 1, 2018","It's nice that you can kick off the Joule with it, but why is the status check so useless? The main thing we want from it is the ability to check how much time is left - why hasn't that feature been enabled?"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Jerry,2.0 out of 5 stars,Still missing key features,"Reviewed in the United States on June 20, 2018","It's been a year and there hasn't been any noticeable improvement. Very limited features and can't even check how much time is left. This has so much potential, hope ChefSteps can improve it in the future!"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Amazon Customer,3.0 out of 5 stars,Timer,"Reviewed in the United States on June 2, 2017",It would be so nice to be able to ask how much longer is on Joule's timer. That's really the only reason I don't use this skill exclusively to control my Joule.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Mike,1.0 out of 5 stars,Abysmal,"Reviewed in the United States on November 6, 2018","This app should never have seen light of day.  It doesn't support basic functionality like quitting.  Be prepared to listen to endless loops of ""I couldn't find anything, what would you like to cook"" with no reasonable solution (doesn't recognize cancel, quit, silence... end up having to unplug).  It doesn't support basic items (e.g. hamburger).  It can't tell you how long is left and provides no indication when a cook is complete.This app seems like it was developed by someone who has never used an echo."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,DE,5.0 out of 5 stars,I love technology!,"Reviewed in the United States on October 5, 2016",Does exactly what is claims to. Nice to be able to work hand's free!
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,MB,1.0 out of 5 stars,utterly useless,"Reviewed in the United States on March 1, 2022","This “skill “is, for all practical purposes, useless. It will set the temperature and it will tell you the current temperature. It won’t even tell  you how much time remains until the food is ready. Useless."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,S. Archer,1.0 out of 5 stars,Does not connect,"Reviewed in the United States on July 1, 2018","The Joule is a nice kitchen gadget, it connects via both Bluetooth and WiFi, but Alexa cannot control anything with this app.  It is absolutely useless. It cannot connect to Joule and suggests connecting it to my Wi-Fi.  It has been connected to my Wi-Fi for months, I disconnected and reconnected just to try something different.  There is no way to connect this app to my Joule."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,cliff youdale,1.0 out of 5 stars,Not available in canada.,"Reviewed in the United States on January 23, 2018",I’m in canada and access to the skill has been “geographically disabled”.  Hands free use was a key reason for purchasing Joule and the fact that it can’t be used in Canada should have been made clear on the Canadian web site.  Hopefully this will be resolved shortly.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,M,1.0 out of 5 stars,Does not work with English (GB) locale,"Reviewed in the United States on April 28, 2018","Does not recognize “Joule”, “Jewel” or “Sous Vide” when Alexa is set to the UK version of English (“I can’t find that skill...“). When I switch to US English and use the same words, it knows exactly what I’m talking about."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Mark Alias,5.0 out of 5 stars,"most reviews here are, er, how should i say?","Reviewed in the United States on March 18, 2022","This is a good app if you don't want to use your phone to control Joule.  People giving 1 star because it doesn't give ""remaining time"" don't understand sous vide.  You can leave a steak in sous vide for hours before searing, for example.  There's no such thing as remainig time. The Joule app doesn't have ""remaining time"" either."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,cmcpc,5.0 out of 5 stars,I was skeptical...,"Reviewed in the United States on October 13, 2016","Hands-free cooking with Joule makes total sense. I was skeptical about the value of voice control. But if you have multiple things going on in the kitchen,  voice control is the way to go. I have a big open kitchen. The Joule has no display. It doesn't need one if you have voice control, a phone and notifications on your Apple Watch. When I have a bigger tub with ribs or tri-tip going, that Joule sits in my pantry and is out of sight. I still can control it as it would be right there on the counter. Awesome!Maybe all of this is not for everyone at this point, but works perfectly well for me."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,R Rush,1.0 out of 5 stars,I love my Joule Hardware but this skill is woefully inadequate,"Reviewed in the United States on May 30, 2018","I love my Joule Hardware but this skill is woefully inadequate. Seriously, you can't even tell me how much time is left? What's even the point?"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Mario,3.0 out of 5 stars,Decent,"Reviewed in the United States on May 13, 2018","Asking for the status tells you current temp vs target temp. It'd be nice if it also told you how much time remained. Or if you could ask, ""How much time is left?"", that'd be nice too. Thanks"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,funkspieler,5.0 out of 5 stars,"Best prosumer sous vide device on the market, hands down.","Reviewed in the United States on November 5, 2016","Joule is my second sous vide and the one I find myself reaching for 90% of the time. It works great with my Amazon Echo (rapidly becoming another useful kitchen appliance) and I no longer bother with the app unless I want to prepare something I've not done before.  The awesome people at Chefsteps have released an innovative, useful, high quality product--amazing since this is their first attempt at a consumer device. The compact design is elegant, has a powerful heating element, is easy to maintain and the magnet on the bottom is genius.  If you are in the market for a prosumer duty sous vide and don't want to kick it up to a $500 device, this one completely beats out the Anova, the Sous Vide Supreme and the other ones on the market."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Robert Williams,1.0 out of 5 stars,Can't turn off the Joule,"Reviewed in the United States on May 15, 2018","We asked if the turn off the Joule several times, and even asked it to ""cancel"" and couldn't get it to leave the app! The same long, pointless response comes back every time. What would you like to cook? POS"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Amazon Customer,3.0 out of 5 stars,Rather Utilitarian,"Reviewed in the United States on February 24, 2017","It does what it says however, functions are rather limited.  This is from Chef Steps for crying out loud!  Where is the Awesome??????"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,finmac,2.0 out of 5 stars,Doesn’t include all needed features,"Reviewed in the United States on November 19, 2021",Not sure why it only has setting temperature ane not timer and autostart timer settings. This skill is only useful if i want to change the temperature when cooking.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Joshua S.,1.0 out of 5 stars,completely useless.  fix your utterences.,"Reviewed in the United States on March 14, 2022","me: alexa, tell joule to cook scallops.alexa: i didnt understand that.  what do you want to cook?me: scallopsalexa: i didnt ubderstand that"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,O. Lester,1.0 out of 5 stars,It doesn’t underdtand,"Reviewed in the United States on March 4, 2018",Trying to cook a frozen chicken breast? Good luck getting the temperature and the time and not get caught into loop from hell time. And to boot it doesnt turn off! useless
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Chansnead,1.0 out of 5 stars,joule sous vide,"Reviewed in the United States on August 13, 2020",joule sucks trying to pair with Alexa app worthless 😪
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Dawn0fTime,4.0 out of 5 stars,Fine for what it does,"Reviewed in the United States on June 22, 2019","I can set the temp and ask what the current temp is. I wish it would automatically send an alert once the water was up to temp, but I think thats more of an Alexa limitation that the fault of the skill."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Amazon Customer,1.0 out of 5 stars,can't get time remaining,"Reviewed in the United States on December 4, 2020","can't get time details, basically the only thing you weeks use this for"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Amazon Customer,4.0 out of 5 stars,"Useful, Needs Work","Reviewed in the United States on November 7, 2019","Super useful to start Joule and get it up to temp, but I wish the status would also read time left on cooking."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,from Berlin,1.0 out of 5 stars,useless,"Reviewed in the United States on March 19, 2021",not even able to feedback the remaining time.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Reed,1.0 out of 5 stars,Link account?,"Reviewed in the United States on January 31, 2022",Why do I have to link my account? Why would you possibly need to know those details? Find a Joule on my network abd turn it on. How damn hard is that?
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Mike Robison,1.0 out of 5 stars,Time left,"Reviewed in the United States on June 5, 2018","Pretty basic request. Alexa, ask Joule when I can eat."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,darcet,5.0 out of 5 stars,"language is awkward but its easier than using their app, lol","Reviewed in the United States on October 6, 2019","wish the joule had some buttons, but its easier to just tell alexa what you want than opening their app while your hands are likely occupied.  just remember the magic phrase is ""alexa ask jewel to ..."""
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,CJones,3.0 out of 5 stars,Wish I could use Alexa to set cook tim,"Reviewed in the United States on December 29, 2019","Its fun to set the temp, start and stop the joule, but i wish I could set the cook time too.  hopefully this will be resolved soon!  Thanks."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,NancyH,1.0 out of 5 stars,Frustrating and worthless,"Reviewed in the United States on February 12, 2018",Don’t waste your time.  Alexa does not work with Joule.  I have verified my Joule is connected to WiFi and u can control it with my mobile phone.  However Alexa is stuck in an endless loop where she welcomes me to Joule and tells me Joule needs to connected to WiFi network which it already is.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Amazon Customer,1.0 out of 5 stars,worthless/don’t waste your time,"Reviewed in the United States on July 27, 2021","as the other reviewers have noted, the most important feature that is reporting the remaining time on the cook is missing ….."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Gail Stanton,3.0 out of 5 stars,I agree!,"Reviewed in the United States on February 21, 2017","I agree with the two prior comments with regard to:1. Time remaining to cook, and2. Alerting when the food is done. However, this would require Alexia to understand an instruction to set the Joule timer and then to alert you when the cooking time is done.I guess this would be my third suggestion for Skill improvement of Alexia with Joule."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,HungryFerret,4.0 out of 5 stars,"Pretty good, I would recommend","Reviewed in the United States on January 6, 2017","This could have a few more features such as time  remaining it to cook x med rare.  I hope in the future it will come. In the mean time,  it is doable.The best part of this sous stick is that it fits in the draw.  All the ones I seen do not, and that is a huge pain in the ass.  Also I notice that the joule takes less time to heat up and generally less noisy than others."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Jeremy Gross,4.0 out of 5 stars,Good except for the timer,"Reviewed in the United States on January 15, 2017","Overall, this is a useful skill to go with the Joule, except that Alexa is oblivious to Joules timer. How hard would it be to add timer control to this skill?"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,poeta,1.0 out of 5 stars,useless at this point,"Reviewed in the United States on October 25, 2021",good when first launched. now it is totally useless due to lack of update.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,A Cloudt ,2.0 out of 5 stars,Very Basic,"Reviewed in the United States on January 6, 2022",Good start but the skill needs more development.  It is pretty basic and just a gimmick atvthis point.
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Alex B.,1.0 out of 5 stars,Useless,"Reviewed in the United States on February 11, 2018",I was able to get her to set a temperature but refuses to understand when I ask how the temperature is doing. Will just repeat her question of “what would you like me to make?”
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Amazon Customer,2.0 out of 5 stars,No “time left” function,"Reviewed in the United States on December 26, 2017",Agree with other review. You can’t ask how much time is left
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Sean,5.0 out of 5 stars,works great!,"Reviewed in the United States on April 7, 2017",No longer have to take my phone out. Too easy!
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Susan K.,5.0 out of 5 stars,Joule & Echo Dot,"Reviewed in the United States on May 15, 2017","What a great combination! I've only just set it up, and I currently have a cook going that I don't want to interrupt. However, I was able to ask my echo what's the current status, and it told me the current temperature, and the target temperature. Worked the very first time I tried it with no problem.  I'm curious to know if I'll be able to set this up with two jewels. I received a second Joule this past week, which I haven't taken out of the box yet. But I'll be doing that soon!"
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Josh,1.0 out of 5 stars,"Needs ""time left"" to be useful.","Reviewed in the United States on April 29, 2018","Someone didn't think this through. Needs ""time left"" to be useful."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Nelson,1.0 out of 5 stars,Alert and time remaining missing,"Reviewed in the United States on February 16, 2017","I know it's a matter of time as I hope the team is listening. But clearly a core scenario for Alexa and Joule is to tell me when the food is done, or it's ready for me to put food in. Keep at it team. Show us you're listening."
B01LZ7KTXD,Joule: Sous Vide by ChefSteps,Food & Drink,Timothy Gray,1.0 out of 5 stars,Doesn't work,"Reviewed in the United States on May 17, 2017","Such a great idea, but doesn't work. My Joule is on my Wi-Fi network, and I'm signed in,but Alexa can't see it so the skill is useless."
